id,slug,name,address,state,area,latitude,longitude,phone,website_url,google_maps_url,accepted_items,tags,opening_hours,status,verification_status,upvote_count,downvote_count,photo_count,comment_count,notes,created_at,updated_at,last_verified_at,thumbnail_url
192,seh-hing-plastic-sdn-bhd,Seh Hing Plastic Sdn Bhd,"Jalan Lutong-Kuala Baram, Kuala Baram, Miri, Sarawak",Sarawak,Kuala Baram,4.5303864,113.9879599,,,"https://maps.google.com/?q=4.5303864,113.9879599",,Centre|Class:Centre|1,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
193,chong-hwa-independent-high-school-kuala-lumpur,Chong Hwa Independent High School Kuala Lumpur,"Jalan Saint Thomas, Kuala Lumpur, 51100",Kuala Lumpur,Kuala Lumpur,3.1894,101.6862275,,,"https://maps.google.com/?q=3.1894,101.6862275",Paper|Plastic|Glass,Centre|Class:Centre|Private|Chong Hwa Independent High School Kuala Lumpur|School|垃圾回收区域,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
194,recycling-container-way-772842634,Recycling Container way-772842634,"Lorong Haji Wahab, Taman Desa Meranti, Kampung Padang Temusu, Kampung Rendang, Kedah, 08000",Kedah,Kampung Padang Temusu,5.6025933,100.469554,,,"https://maps.google.com/?q=5.6025933,100.469554",Cans|Paper|Plastic|Plastic Bottles,Container|Class:Bin/Container,24/7,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
195,recycling-centre-way-776997873,Recycling Centre way-776997873,"Jalan 14E, Pandan Indah, Ampang New Village, Ampang Jaya Municipal Council, Selangor, 68000",Selangor,Pandan Indah,3.1361365,101.7586527,,,"https://maps.google.com/?q=3.1361365,101.7586527",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
196,pusat-komuniti-lestari-taman-tunku-sarina,Pusat Komuniti Lestari Taman Tunku Sarina,"Jalan Myra, Taman Tunku Sarina, Bandar Darul Aman, Jitra, Kedah, 06007",Kedah,Bandar Darul Aman,6.2568736,100.4543512,,,"https://maps.google.com/?q=6.2568736,100.4543512",Cans|Paper|Plastic|Plastic Packaging|Cardboard|Used Clothes|Electrical Appliances|Scrap Metal|Green Waste,Centre|Class:E-Waste|Ground Truth February 2020,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=e-waste,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
197,recycling-container-way-785981660,Recycling Container way-785981660,"Jalan Dahlia 6/2, Simpang Kuala, Taman Dahlia, Alor Setar, Kedah, 05400",Kedah,Simpang Kuala,6.0947383,100.3543285,,,"https://maps.google.com/?q=6.0947383,100.3543285",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
198,recycling-centre-way-796600888,Recycling Centre way-796600888,"Butterworth Outer Ring Road, Mak Mandin, Permatang Tok Jaya, Penang, 13020",Penang,Mak Mandin,5.4447841,100.3893786,,,"https://maps.google.com/?q=5.4447841,100.3893786",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
199,recycling-container-way-798972904,Recycling Container way-798972904,"Jalan Damai, Kampung Pasir Tambun, Kampung Panchor, Jitra, Kedah, 06000",Kedah,Jitra,6.2402819,100.4405879,,,"https://maps.google.com/?q=6.2402819,100.4405879",Cans|Paper|Plastic|Plastic Bottles,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
200,tzu-chi-recycling-center,Tzu Chi Recycling Center,"Persiaran Residen, Desa ParkCity, Kepong, Kuala Lumpur, 52200",Kuala Lumpur,Kepong,3.1829815,101.6322919,+603-62563800 | 62563800 | 354398 483,https://www.tzuchi.my/,"https://maps.google.com/?q=3.1829815,101.6322919",,Centre|Class:Centre|慈濟資源回收站,,,reverse_geocoded_address|reverse_geocoded_area|website_phone,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
201,recycling-container-way-809488779,Recycling Container way-809488779,"Jalan Kota Kuala Muda-Kampung Kuala Sungai Muda, Kampong Haji Kudong, Kampong Padang Salim, Kedah",Kedah,Kampong Haji Kudong,5.5836014,100.3485349,,,"https://maps.google.com/?q=5.5836014,100.3485349",Paper|Plastic|Glass,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
202,sri-k-m-metal-prai-sdn-bhd,Sri K.M. Metal (Prai) Sdn Bhd,"797, Mukim 11",Penang,Bukit Tengah,5.3606174,100.4267503,,,"https://maps.google.com/?q=5.3606174,100.4267503",,Centre|Class:Centre|Metal Dealing,,,reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
203,kedai-antik-harapan-b,Kedai Antik Harapan B,"224, Jalan Bunga Raya, Pasir Pinji, Ipoh, 31650",Perak,Pasir Pinji,4.5744184,101.0853217,,,"https://maps.google.com/?q=4.5744184,101.0853217",,Centre|Class:Centre|新希望旧物市场,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
204,yhc-paper-trading-sdn-bhd,YHC Paper Trading Sdn Bhd,"No 3,, Elite Industrial Estate, No 3, Jalan 33/4A, Seksyen 33, Shah Alam, 40400",Selangor,Shah Alam,3.0252445,101.5486274,,,"https://maps.google.com/?q=3.0252445,101.5486274",,Centre|Class:Centre|3|Gabled,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
205,seh-hing-enterprise,Seh Hing Enterprise,"197, Jalan Sealine 1, Miri, 98000",Sarawak,Miri,4.4812064,114.011108,1042161663 | 1782434704 | 31536000,https://www.facebook.com/profile.php?id=100063638257172,"https://maps.google.com/?q=4.4812064,114.011108",Cans|Paper|Cardboard|Scrap Metal,Centre|Class:Private Scrapyard|Warehouse|2|010-366 1050,Mo-Sa 07:30-17:00; Su 07:30-12:00,,website_phone,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,https://scontent.fkul11-2.fna.fbcdn.net/v/t39.30808-1/305469031_496374752493796_2049217080582197506_n.jpg?stp=dst-jpg_tt6&cstp=mx693x693&ctp=s693x693&_nc_cat=108&ccb=1-7&_nc_sid=3ab345&_nc_ohc=-OZlek2ZlV4Q7kNvwG8Zds-&_nc_oc=AdojnMzyi79iI9_62m5-3SNk1HIZSJcS4IX2QtAAiz5TbTErfhBX0vWdInIaqcFhIqU&_nc_zt=24&_nc_ht=scontent.fkul11-2.fna&_nc_gid=2gMCpnIxvl3nMEj7SR1BBw&_nc_ss=7b20f&oh=00_Af8Gc0bWlOT2Uv60ZFpPd_3iQ98jx92kIAXD8lMsJTZHrA&oe=6A43909D
206,sekitar-bumi-hijau-sdn-bhd,Sekitar Bumi Hijau Sdn Bhd,"1249, Jalan Desa Senadin 1, Miri, 98000",Sarawak,Miri,4.4973215,114.0064333,085-658 555,https://www.facebook.com/profile.php?id=100010605738810,"https://maps.google.com/?q=4.4973215,114.0064333",,Centre|Class:Centre|Industrial|2|017-851 9699,Mo-Sa 08:00-17:00,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,https://scontent.fkul11-2.fna.fbcdn.net/v/t39.30808-1/616057776_2680125122350986_7984951958079797650_n.jpg?stp=dst-jpg_tt6&cstp=mx1024x1024&ctp=s720x720&_nc_cat=111&ccb=1-7&_nc_sid=3ab345&_nc_ohc=8mBawbe08OoQ7kNvwGyF1sC&_nc_oc=Adqc_tgBEwZLZ5iFvfp_Zd2hlCr1uxox8f6hyZlW8KKjg06D6byDRkNc91UJAGDSwwY&_nc_zt=24&_nc_ht=scontent.fkul11-2.fna&_nc_gid=vxqiEE1b8Cnd-c1d_pI2cg&_nc_ss=7b20f&oh=00_Af-ox1WjrlcBEQ7T2-sYH2smRibgka8VFkvvLkKTpYq02g&oe=6A4384A7
207,pusat-kitar-semula-mbsa-seksyen-u5,Pusat Kitar Semula MBSA Seksyen U5,"Jalan Bulan U5/173, Subang Bestari, Bandar Pinggiran Subang, Section U5, Shah Alam, Selangor, 40800",Selangor,Subang Bestari,3.1600837,101.5498975,,,"https://maps.google.com/?q=3.1600837,101.5498975",,Centre|Class:Centre|MBSA,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
208,recycling-centre-way-952674868,Recycling Centre way-952674868,"Lorong Tambun Indah 4, Bukit Tambun, Taman Tambun Indah, Simpang Ampat, Penang, 14100",Penang,Bukit Tambun,5.2792332,100.4638367,,,"https://maps.google.com/?q=5.2792332,100.4638367",,Centre|Class:Centre|Community Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
209,recycling-centre-way-979722338,Recycling Centre way-979722338,"Toh Aka Lane, Central George Town, New Jetty, George Town, Penang, 10100",Penang,Central George Town,5.4139436,100.3364648,,,"https://maps.google.com/?q=5.4139436,100.3364648",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
210,dbkl-government-river-reserved-land,DBKL Government River Reserved Land,"Jalan Rungkup 1, Kuala Lumpur",Kuala Lumpur,Kuala Lumpur,3.1984624,101.6773356,,,"https://maps.google.com/?q=3.1984624,101.6773356",Cans|Electrical Appliances|Scrap Metal,Centre|Class:E-Waste|Private|DBKL,,,osm_source,,,,,"Strictly for government purpose only, not allowed for illegal occupation | classification=e-waste",,2026-06-26T00:39:20Z,,
211,recycling-point-way-1019743482,Recycling Point way-1019743482,"Tun Dr Lim Chong Eu Expressway, Batu Maung, George Town, Penang, 11960",Penang,Batu Maung,5.2919617,100.2922846,,,"https://maps.google.com/?q=5.2919617,100.2922846",Cans|Paper|Plastic|Glass Bottles|Cardboard|Mobile Phones,Class:E-Waste,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=e-waste,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
212,recycling-centre-way-1022202369,Recycling Centre way-1022202369,"Jalan SK 13/5, Kampung Baru Seri Kembangan, Seri Kembangan, Subang Jaya City Council, Selangor, 43300",Selangor,Kampung Baru Seri Kembangan,3.0268985,101.6989464,,,"https://maps.google.com/?q=3.0268985,101.6989464",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
213,seri-metal-recycle-sdn-bhd,Seri Metal Recycle Sdn Bhd,"Lot 9952, jln sembrong 1, Jalan Kluang-Jemaluang, Kluang, 86000",Johor,Kluang,2.0545156,103.3563204,,,"https://maps.google.com/?q=2.0545156,103.3563204",,Centre|Class:Centre|014-6133383,Mo-Fr 09:00-17:00,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
214,ltt-metal-plastic-recycling-sdn-bhd,LTT METAL & PLASTIC RECYCLING SDN BHD,"Lau Kim Teck, Lot 64757, Kawasan Perindustrian,, Jalan Kluang-Jemaluang, Kluang, 86000",Johor,Kluang,2.0530121,103.3596385,07-7716107,http://www.lttrecycle.com/,"https://maps.google.com/?q=2.0530121,103.3596385",,Centre|Class:Centre,Mo-Fr 09:00-18:00,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
215,hup-huat-scrap-centre,HUP HUAT SCRAP CENTRE,"Lot 2452, Batu 2 1, 2,, Jalan Minyak Beku, Batu Pahat, 83000",Johor,Batu Pahat,1.8256384,102.9223112,012-7279170,,"https://maps.google.com/?q=1.8256384,102.9223112",,Centre|Class:Private Scrapyard,Mo-Sa 09:00-18:00,,osm_source,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,,
216,taisi-metal-recycle-sdn-bhd,Taisi Metal Recycle Sdn Bhd,"Lot 2454, Batu 2 1/2,, Jalan Minyak Beku, Batu Pahat, 83000",Johor,Batu Pahat,1.8219892,102.9176001,07-9415572,,"https://maps.google.com/?q=1.8219892,102.9176001",,Centre|Class:Centre,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
217,sutera-mall-recycling-centre,Sutera Mall Recycling Centre,"1, Jalan sutera tanjung 8/4, Taman Sutera Utama, Skudai, 81300",Johor,Skudai,1.5559382,103.6230034,,,"https://maps.google.com/?q=1.5559382,103.6230034",,Centre|Class:Centre,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
218,recycling-centre-way-1084511892,慈济吉胆资源回收站,"情人橋, Bagan Pulau Ketam, Klang City, Selangor, 42940",Selangor,Klang City,3.0195362,101.2541683,,,"https://maps.google.com/?q=3.0195362,101.2541683",,Centre|Class:Centre|Pusat Aktiviti Kitar Semula;慈济环保教育站|慈济吉胆资源回收站|慈濟吉膽資源回收站,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
219,recycling-container-way-1091161639,Recycling Container way-1091161639,"Jalan Seberang Kubang Rotan, Taman Kubang Rotan Perdana, Kampung Kubang Rotan, Kampung Lemping, Kedah, 06250",Kedah,Kampung Kubang Rotan,6.1332556,100.2971304,,,"https://maps.google.com/?q=6.1332556,100.2971304",Cans|Paper|Plastic,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
220,projek-pembuatan-baja-kompos,Projek Pembuatan Baja Kompos,"Jalan Taat, Bukit Bandaraya, Section U11, Shah Alam, Selangor, 40170",Selangor,Shah Alam,3.1062183,101.493894,,,"https://maps.google.com/?q=3.1062183,101.493894",Green Waste,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
221,recycling-centre-way-1136434009,Recycling Centre way-1136434009,"Jalan Besar Kampung Baru, Kampung Baru Semenyih, Semenyih, Kajang Municipal Council, Selangor, 43500",Selangor,Semenyih,2.9523791,101.8416144,,,"https://maps.google.com/?q=2.9523791,101.8416144",,Centre|Class:Centre|Shed,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
222,krr-recycling,KRR RECYCLING,"Jalan Simpang Ampat, Valdor, Penang, 14100",Penang,Valdor,5.2461573,100.4792954,,,"https://maps.google.com/?q=5.2461573,100.4792954",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
223,ros-recycling-center,Rosé Recycling Center,"Jalan Ekoflora 3/14, Johor Bahru, 81100",Johor,Johor Bahru,1.5898051,103.7577042,,,"https://maps.google.com/?q=1.5898051,103.7577042",,Centre|Class:Centre,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
224,perniagaan-logam-krishna-sdn-bhd,Perniagaan Logam Krishna Sdn Bhd,"Kuala Lumpur–Seremban Expressway, Bandar Tun Razak, Razak Mansion, Kuala Lumpur, 51020",Kuala Lumpur,Bandar Tun Razak,3.1111742,101.7043528,,,"https://maps.google.com/?q=3.1111742,101.7043528",Scrap Metal,Centre|Class:Private Scrapyard,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
225,recycling-centre-way-1220483211,Recycling Centre way-1220483211,"Jalan Panglima Hitam M 35/M, Setia Alam Impian, Section 35, Shah Alam, Selangor, 40470",Selangor,Setia Alam Impian,3.0257599,101.5169936,,,"https://maps.google.com/?q=3.0257599,101.5169936",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
226,recycling-centre-way-1226958508,崇文资源回收中心,"New Pantai Expressway, Kuchai Lama, Taman Goodwood, Kuala Lumpur, 58200",Kuala Lumpur,Kuchai Lama,3.0930922,101.6761968,,,"https://maps.google.com/?q=3.0930922,101.6761968",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
227,delta-steel-sdn-bhd,Delta Steel Sdn Bhd,"Lorong Perlis 4-1A, Miri, 98000",Sarawak,Miri,4.5533112,114.0441768,,,"https://maps.google.com/?q=4.5533112,114.0441768",Scrap Metal,Centre|Class:Private Scrapyard|Warehouse|1,,,osm_source,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,,
228,choon-sen-enterprise,Choon Sen Enterprise,"1452, Jalan Miri-Bintulu, Miri, 98000",Sarawak,Miri,4.3300475,114.017681,085-613 351 | 085-615 351,,"https://maps.google.com/?q=4.3300475,114.017681",Scrap Metal,Centre|Class:Private Scrapyard|Warehouse|1|019-815 5665;013-833 8669|春生企业,Mo-Sa 07:00-17:00,,osm_source,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,,
229,rajawali-trading,Rajawali Trading,"1327, Jalan Miri–Bintulu, Miri, 98000",Sarawak,Miri,4.3230059,114.0241472,085-612 326,https://www.facebook.com/rajawalitradingco/,"https://maps.google.com/?q=4.3230059,114.0241472",Paper|Plastic|Plastic Bottles|Plastic Packaging|Cardboard|Scrap Metal,Centre|Class:Private Scrapyard|Warehouse|1|012-888 5661;013-834 4663,Mo-Sa 07:00-17:00,,osm_source,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,,
230,seh-hing-recycle-sdn-bhd,Seh Hing Recycle Sdn Bhd,"3008-3009, Lorong 5-1, Miri, 98000",Sarawak,Miri,4.4837244,114.0399939,,,"https://maps.google.com/?q=4.4837244,114.0399939",Cans|Paper|Plastic|Cardboard|Scrap Metal,Centre|Class:Private Scrapyard|Industrial|1,Mo-Sa 08:00-17:00; Su 08:00-12:00,,osm_source,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,,
231,jj-recycle-sdn-bhd,JJ Recycle Sdn Bhd,"5801, Jalan Lusut 1, Miri, 98000",Sarawak,Miri,4.3096709,113.9930432,,,"https://maps.google.com/?q=4.3096709,113.9930432",Scrap Metal,Centre|Class:Private Scrapyard|Industrial|1,,,osm_source,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,,
232,rq-enterprise-sdn-bhd,RQ  Enterprise Sdn Bhd,"1954-1959, Jalan Prunus 4B/2, Miri, 98000",Sarawak,Miri,4.4451108,114.0076668,1042161663 | 1782434703 | 31536000,https://www.facebook.com/rqmiri/,"https://maps.google.com/?q=4.4451108,114.0076668",Scrap Metal,Centre|Class:Private Scrapyard|Industrial|2|019-857 8889,Mo-Sa 07:30-17:00,,website_phone,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,https://scontent.fkul11-2.fna.fbcdn.net/v/t39.30808-1/523648858_1212596467549041_983295324085496512_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x2048&ctp=s720x720&_nc_cat=110&ccb=1-7&_nc_sid=3ab345&_nc_ohc=NGmR72qQYOwQ7kNvwE4R2Iu&_nc_oc=AdpFx3tGoH91pISHL0Up6fXxG6DaF_5ewoar9_vzcxa4aq2bzTMpWofgZc7sW9oJHmE&_nc_zt=24&_nc_ht=scontent.fkul11-2.fna&_nc_gid=QZrPzt83ic3voKCEf0TFXA&_nc_ss=7b20f&oh=00_Af--4yUYnXc0jdvR6yriu9JpWESLdDKjaehy6U724YlQaA&oe=6A439106
233,eye-1-recycle-miri-sdn-bhd,Eye 1 Recycle (Miri) Sdn Bhd,"2511, Jalan Pujut 1B, Miri, 98000",Sarawak,Miri,4.4173219,114.020347,,,"https://maps.google.com/?q=4.4173219,114.020347",Cans|Paper|Plastic Bottles|Plastic Packaging|Cardboard|Scrap Metal,Centre|Class:Private Scrapyard|1,"Mo-Su 08:00-12:00,13:00-17:00",,osm_source,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,,
234,wili-trading-company,Wili Trading Company,"1882, Jalan Piasau Utara 4, Miri, 98000",Sarawak,Miri,4.4432831,114.0113328,085-655 321 | 085-662 252,,"https://maps.google.com/?q=4.4432831,114.0113328",Cans|Paper|Plastic|Cardboard|Scrap Metal,Centre|Class:Private Scrapyard|Warehouse|2|085-655 321|019-884 1258,,,osm_source,,,,,classification=private scrapyard,,2026-06-26T00:39:20Z,,
235,recycling-centre-way-1247107107,Recycling Centre way-1247107107,"Jalan 7A/2, Bandar Tasik Puteri, Selayang Municipal Council, Selangor, 45620",Selangor,Bandar Tasik Puteri,3.2832899,101.4736219,,,"https://maps.google.com/?q=3.2832899,101.4736219",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
236,tzu-chi-recyling-center,Tzu Chi Recyling Center,"850, Jalan Bario, Miri, 98000",Sarawak,Miri,4.4694744,114.016192,,,"https://maps.google.com/?q=4.4694744,114.016192",,Centre|Class:Centre|2,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
237,pusat-aktiviti-kitar-semula-tzu-chi,Pusat Aktiviti Kitar Semula Tzu-Chi,"Jalan Melati 16, Taman Sri Melati, Batu Caves, Selayang Municipal Council, Selangor, 68100",Selangor,Batu Caves,3.2422983,101.6533525,,,"https://maps.google.com/?q=3.2422983,101.6533525",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
238,balairaya-jpkk-tanjong-sepat-indah,BalaiRaya JPKK  Tanjong Sepat indah,"Lorong 6, Pekan Tanjung Sepat, Tanjong Sepat Indah, Selangor, 42800",Selangor,Pekan Tanjung Sepat,2.6609868,101.5602338,,,"https://maps.google.com/?q=2.6609868,101.5602338",,Centre|Class:Centre|Bungalow,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
239,pusat-pengumpulan-kitar-semula-surau-al-kauthar,Pusat Pengumpulan Kitar Semula Surau Al-Kauthar,"Jalan 4/5E, Seksyen 4, Bandar Baru Bangi, Kajang Municipal Council, Selangor, 43650",Selangor,Bandar Baru Bangi,2.9588378,101.7796853,,,"https://maps.google.com/?q=2.9588378,101.7796853",Paper|Plastic,Centre|Class:Centre|Community|Surau al-Kauthar|Roof,24/7,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
240,pusat-kitar-semula-majlis-perbandaran-miri-pujut-selatan,Pusat Kitar Semula Majlis Perbandaran Miri Pujut Selatan,"Jalan Epal 2, Miri, 98000",Sarawak,Miri,4.4252056,114.0198486,,,"https://maps.google.com/?q=4.4252056,114.0198486",,Centre|Class:Centre|1|019-874 5341;013-830 9593,,,osm_source,,,,,classification=centre,,2026-06-26T00:39:20Z,,
241,chin-brother-s-metal,Chin Brother's Metal,"Jalan Riam, Miri, 98000",Sarawak,Miri,4.3450554,114.0020477,085-612 790,,"https://maps.google.com/?q=4.3450554,114.0020477",Batteries|Scrap Metal,Centre|Class:E-Waste|1|016-893 4368;014-699 5657,,,osm_source,,,,,classification=e-waste,,2026-06-26T00:39:20Z,,
242,recycling-centre-way-1377985369,Recycling Centre way-1377985369,"Jalan Riang, Kuchai Lama, Happy Garden, Kuala Lumpur, 58200",Kuala Lumpur,Kuchai Lama,3.0832285,101.6833213,,,"https://maps.google.com/?q=3.0832285,101.6833213",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
243,pusat-kitar-semula,Pusat Kitar Semula,"Jalan Raja Jalil, Pasir Penambang, Kuala Selangor, Selangor, 45000",Selangor,Pasir Penambang,3.3402586,101.2489885,,,"https://maps.google.com/?q=3.3402586,101.2489885",,Centre|Class:Centre,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
244,recycle-bin-green-colour,Recycle Bin (Green Colour),"Jalan Cermat 25/36, Taman Sri Muda, Section 25, Shah Alam, Selangor, 40400",Selangor,Taman Sri Muda,3.0344988,101.5356602,,,"https://maps.google.com/?q=3.0344988,101.5356602",Used Clothes|Shoes|Bags,Container|Class:Bin/Container,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=bin/container,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
245,perniagaan-cl,Perniagaan CL,"Jalan IM 14/8, Taman Mahkota Perdana, Indera Mahkota 14 Industrial Area, Indera Mahkota, Pahang, 25200",Pahang,Indera Mahkota,3.828294,103.2776412,,,"https://maps.google.com/?q=3.828294,103.2776412",Cans|Paper|Plastic|Plastic Bottles|Glass|Glass Bottles|Cardboard|Batteries|Electrical Appliances|Scrap Metal,Centre|Class:E-Waste|Industrial,,,reverse_geocoded_address|reverse_geocoded_area,,,,,classification=e-waste,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
246,recycling-centre-relation-14711415,Recycling Centre relation-14711415,"Jalan Kopungit, Taman Sri Mega 2, Sembulan, Sabah, 88576",Sabah,Sembulan,5.9548221,116.0694133,,,"https://maps.google.com/?q=5.9548221,116.0694133",,Centre|Class:Centre|Multipolygon,,,reverse_geocoded_address|reverse_geocoded_area,,,,,Household Appliances | classification=centre,,2026-06-26T00:39:20Z,2026-06-26T00:39:20Z,
